sor_id_account_id,transaction_date_transaction_id,category_id_transaction_date,transaction_id,account_id,sor_id,sor_cust_id,transaction_display_name,transaction_logo_url,category_id,category_display_name,transaction_type,transaction_amount,transaction_date,transaction_metadata,created_at,modified_at,ttl
7-98765432109,20240109~bd817296cb1646c28791187bbdd4ca06,b5c53165-295a-41f2-842b-b6ad44e3f62c~20240109,bd817296cb1646c28791187bbdd4ca06,98765432109,7,555111111,Louis Vuitton,,b5c53165-295a-41f2-842b-b6ad44e3f62c,Luxury Retail,DEBIT_POSTED,-496.1,2024-01-09T22:11:58Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1704838318,1704838318,0
7-98765432109,20240206~b2ee0a05f03a412a8fda60b22130df8b,fe3ad80a-3d4a-4ca0-8e85-aca2340735c8~20240206,b2ee0a05f03a412a8fda60b22130df8b,98765432109,7,555111111,Microsoft 365,,fe3ad80a-3d4a-4ca0-8e85-aca2340735c8,Subscriptions,DEBIT_POSTED,-35.07,2024-02-06T23:47:15Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1707263235,1707263235,0
7-98765432109,20240209~c97f9216afac487e8936c64d64d39be8,9aed0775-9cb6-4f1b-ba90-909b1faa9716~20240209,c97f9216afac487e8936c64d64d39be8,98765432109,7,555111111,Costco,,9aed0775-9cb6-4f1b-ba90-909b1faa9716,Grocery,DEBIT_POSTED,-133.61,2024-02-09T11:11:35Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1707477095,1707477095,0
7-98765432109,20240202~42dd7d33532f44999a410015e4bdcfdb,9aed0775-9cb6-4f1b-ba90-909b1faa9716~20240202,42dd7d33532f44999a410015e4bdcfdb,98765432109,7,555111111,Costco,,9aed0775-9cb6-4f1b-ba90-909b1faa9716,Grocery,DEBIT_POSTED,-96.52,2024-02-02T19:39:50Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1706902790,1706902790,0
7-98765432109,20240229~623231d51b4a43e2905f88a00e67f14e,d7bc3757-76c9-459f-871c-96aa53cca4ef~20240229,623231d51b4a43e2905f88a00e67f14e,98765432109,7,555111111,BP,,d7bc3757-76c9-459f-871c-96aa53cca4ef,Fuel,DEBIT_POSTED,-58.71,2024-02-29T13:59:41Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1709215181,1709215181,0
7-98765432109,20240210~25657e9806cc44baa8bf44c501bbf3b6,91490896-5044-4d51-b539-de3fb7cf6eab~20240210,25657e9806cc44baa8bf44c501bbf3b6,98765432109,7,555111111,Netflix,,91490896-5044-4d51-b539-de3fb7cf6eab,Entertainment,DEBIT_POSTED,-92.57,2024-02-10T17:59:40Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1707587980,1707587980,0
7-98765432109,20240208~43568e6a44254cd3b00aa441d2591141,d7bc3757-76c9-459f-871c-96aa53cca4ef~20240208,43568e6a44254cd3b00aa441d2591141,98765432109,7,555111111,Shell,,d7bc3757-76c9-459f-871c-96aa53cca4ef,Fuel,DEBIT_POSTED,-70.19,2024-02-08T04:38:56Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1707367136,1707367136,0
7-98765432109,20240215~377ec67fc2dd4084b44038ed907570c1,5679fe01-009f-40ed-9fd8-0c5986acb2fe~20240215,377ec67fc2dd4084b44038ed907570c1,98765432109,7,555222222,Con Edison,,5679fe01-009f-40ed-9fd8-0c5986acb2fe,Utilities,DEBIT_POSTED,-186.35,2024-02-15T15:00:39Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1708009239,1708009239,0
7-98765432109,20240204~fcb508064cdb4b31933b0b67fd0d76f3,818e5e04-1c30-4ec3-80b2-ea506235bc65~20240204,fcb508064cdb4b31933b0b67fd0d76f3,98765432109,7,555111111,Marriott,,818e5e04-1c30-4ec3-80b2-ea506235bc65,Travel,DEBIT_POSTED,-402.45,2024-02-04T23:11:57Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1707088317,1707088317,0
7-98765432109,20240209~bd77f155f4eb417a864dca2bf15eca28,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3~20240209,bd77f155f4eb417a864dca2bf15eca28,98765432109,7,555222222,Chipotle,,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3,Dining,DEBIT_POSTED,-90.29,2024-02-09T01:15:09Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1707441309,1707441309,0
7-98765432109,20240205~cfd74254cd2b425ba4118c7ad8085698,91452010-672d-43ff-b791-82cc0408419a~20240205,cfd74254cd2b425ba4118c7ad8085698,98765432109,7,555111111,Carter's,,91452010-672d-43ff-b791-82cc0408419a,Kids,DEBIT_POSTED,-183.5,2024-02-05T16:52:32Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1707151952,1707151952,0
7-98765432109,20240215~cbac13b1bc3d4ceb86141e48af0a357d,91452010-672d-43ff-b791-82cc0408419a~20240215,cbac13b1bc3d4ceb86141e48af0a357d,98765432109,7,555111111,Disney Store,,91452010-672d-43ff-b791-82cc0408419a,Kids,DEBIT_POSTED,-71.75,2024-02-15T08:46:45Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1707986805,1707986805,0
7-98765432109,20240212~6f09e6480715471780b12f4a850479f0,b5c53165-295a-41f2-842b-b6ad44e3f62c~20240212,6f09e6480715471780b12f4a850479f0,98765432109,7,555222222,Nordstrom,,b5c53165-295a-41f2-842b-b6ad44e3f62c,Luxury Retail,DEBIT_POSTED,-372.89,2024-02-12T13:54:51Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1707746091,1707746091,0
7-98765432109,20240204~dbac4505ace447168cd558edaac08217,5679fe01-009f-40ed-9fd8-0c5986acb2fe~20240204,dbac4505ace447168cd558edaac08217,98765432109,7,555111111,PG&E,,5679fe01-009f-40ed-9fd8-0c5986acb2fe,Utilities,DEBIT_POSTED,-259.48,2024-02-04T10:38:06Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1707043086,1707043086,0
7-98765432109,20240213~80609c1594664f68ab4aa3fc93d61e88,91490896-5044-4d51-b539-de3fb7cf6eab~20240213,80609c1594664f68ab4aa3fc93d61e88,98765432109,7,555111111,Topgolf,,91490896-5044-4d51-b539-de3fb7cf6eab,Entertainment,DEBIT_POSTED,-173.15,2024-02-13T11:01:21Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1707822081,1707822081,0
7-98765432109,20240207~cf16a5796ce34db89d9a7b7c7ce9d9da,d7bc3757-76c9-459f-871c-96aa53cca4ef~20240207,cf16a5796ce34db89d9a7b7c7ce9d9da,98765432109,7,555111111,BP,,d7bc3757-76c9-459f-871c-96aa53cca4ef,Fuel,DEBIT_POSTED,-77.07,2024-02-07T03:25:15Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1707276315,1707276315,0
7-98765432109,20240214~ad96da1eea1442c38badfed5571ad856,818e5e04-1c30-4ec3-80b2-ea506235bc65~20240214,ad96da1eea1442c38badfed5571ad856,98765432109,7,555222222,Uber,,818e5e04-1c30-4ec3-80b2-ea506235bc65,Travel,DEBIT_POSTED,-455.0,2024-02-14T21:31:10Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1707946270,1707946270,0
7-98765432109,20240203~b20f7a75e75444459ed131a296045167,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3~20240203,b20f7a75e75444459ed131a296045167,98765432109,7,555111111,Shake Shack,,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3,Dining,DEBIT_POSTED,-42.06,2024-02-03T08:47:46Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1706950066,1706950066,0
7-98765432109,20240225~d6546d6dbcb84f15a491cae89e4cbd9d,5679fe01-009f-40ed-9fd8-0c5986acb2fe~20240225,d6546d6dbcb84f15a491cae89e4cbd9d,98765432109,7,555111111,Con Edison,,5679fe01-009f-40ed-9fd8-0c5986acb2fe,Utilities,DEBIT_POSTED,-76.24,2024-02-25T13:00:56Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1708866056,1708866056,0
7-98765432109,20240211~86061b39eda449359d32c37ec07ed252,9aed0775-9cb6-4f1b-ba90-909b1faa9716~20240211,86061b39eda449359d32c37ec07ed252,98765432109,7,555222222,Whole Foods,,9aed0775-9cb6-4f1b-ba90-909b1faa9716,Grocery,DEBIT_POSTED,-257.91,2024-02-11T08:10:36Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1707639036,1707639036,0
7-98765432109,20240207~7d1b8003d23c437896a2f9bf3961349d,b5c53165-295a-41f2-842b-b6ad44e3f62c~20240207,7d1b8003d23c437896a2f9bf3961349d,98765432109,7,555111111,Louis Vuitton,,b5c53165-295a-41f2-842b-b6ad44e3f62c,Luxury Retail,DEBIT_POSTED,-540.32,2024-02-07T03:16:11Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1707275771,1707275771,0
7-98765432109,20240212~6c66d3dc95b64353a267b98d403f5f7f,9aed0775-9cb6-4f1b-ba90-909b1faa9716~20240212,6c66d3dc95b64353a267b98d403f5f7f,98765432109,7,555111111,Costco,,9aed0775-9cb6-4f1b-ba90-909b1faa9716,Grocery,DEBIT_POSTED,-55.3,2024-02-12T04:55:16Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1707713716,1707713716,0
7-98765432109,20240226~a4099ffe4caf4cfbb654957299529c69,5679fe01-009f-40ed-9fd8-0c5986acb2fe~20240226,a4099ffe4caf4cfbb654957299529c69,98765432109,7,555111111,Comcast,,5679fe01-009f-40ed-9fd8-0c5986acb2fe,Utilities,DEBIT_POSTED,-240.22,2024-02-26T06:01:47Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1708927307,1708927307,0
7-98765432109,20240226~f0b1a859412c4e0093d7f68e30ecc980,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3~20240226,f0b1a859412c4e0093d7f68e30ecc980,98765432109,7,555111111,Starbucks,,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3,Dining,DEBIT_POSTED,-135.24,2024-02-26T13:01:56Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1708952516,1708952516,0
7-98765432109,20240201~a7ce038e3d204b0781f3a6e9c887bb5c,79ab14a4-37d7-419d-9f23-2e2e7ac69a8b~20240201,a7ce038e3d204b0781f3a6e9c887bb5c,98765432109,7,555111111,LabCorp,,79ab14a4-37d7-419d-9f23-2e2e7ac69a8b,Healthcare,DEBIT_POSTED,-275.17,2024-02-01T09:00:32Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1706778032,1706778032,0
7-98765432109,20240219~5c5616e6b6e6409a88250875825a3606,b5c53165-295a-41f2-842b-b6ad44e3f62c~20240219,5c5616e6b6e6409a88250875825a3606,98765432109,7,555222222,Nordstrom,,b5c53165-295a-41f2-842b-b6ad44e3f62c,Luxury Retail,DEBIT_POSTED,-618.54,2024-02-19T07:10:42Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1708326642,1708326642,0
7-98765432109,20240228~f3a40e63c9464fa996651a1df50841f2,79ab14a4-37d7-419d-9f23-2e2e7ac69a8b~20240228,f3a40e63c9464fa996651a1df50841f2,98765432109,7,555222222,LabCorp,,79ab14a4-37d7-419d-9f23-2e2e7ac69a8b,Healthcare,DEBIT_POSTED,-174.79,2024-02-28T11:23:02Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1709119382,1709119382,0
7-98765432109,20240225~4490cdf675c34b1196d4f99ec4e2b53d,79ab14a4-37d7-419d-9f23-2e2e7ac69a8b~20240225,4490cdf675c34b1196d4f99ec4e2b53d,98765432109,7,555222222,CVS Pharmacy,,79ab14a4-37d7-419d-9f23-2e2e7ac69a8b,Healthcare,DEBIT_POSTED,-256.94,2024-02-25T08:35:03Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1708850103,1708850103,0
7-98765432109,20240206~cb491444575f4fc6a4f9a6412195117e,91490896-5044-4d51-b539-de3fb7cf6eab~20240206,cb491444575f4fc6a4f9a6412195117e,98765432109,7,555222222,Netflix,,91490896-5044-4d51-b539-de3fb7cf6eab,Entertainment,DEBIT_POSTED,-118.95,2024-02-06T13:07:03Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1707224823,1707224823,0
7-98765432109,20240223~5fdd2d55463b43d7b4e6b5f704b1283f,818e5e04-1c30-4ec3-80b2-ea506235bc65~20240223,5fdd2d55463b43d7b4e6b5f704b1283f,98765432109,7,555111111,Hilton,,818e5e04-1c30-4ec3-80b2-ea506235bc65,Travel,DEBIT_POSTED,-297.24,2024-02-23T05:45:14Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1708667114,1708667114,0
7-98765432109,20240201~40df4a6c93f14c95b97f69989063b4b1,d7bc3757-76c9-459f-871c-96aa53cca4ef~20240201,40df4a6c93f14c95b97f69989063b4b1,98765432109,7,555222222,Mobil,,d7bc3757-76c9-459f-871c-96aa53cca4ef,Fuel,DEBIT_POSTED,-10.84,2024-02-01T03:15:03Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1706757303,1706757303,0
7-98765432109,20240209~9cff473aa70f4f42b46b8b8e078cf408,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3~20240209,9cff473aa70f4f42b46b8b8e078cf408,98765432109,7,555222222,Chipotle,,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3,Dining,DEBIT_POSTED,-78.9,2024-02-09T16:36:35Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1707496595,1707496595,0
7-98765432109,20240217~9a4baca6cddf42e4ababf71b6626f8cf,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3~20240217,9a4baca6cddf42e4ababf71b6626f8cf,98765432109,7,555111111,Chipotle,,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3,Dining,DEBIT_POSTED,-30.06,2024-02-17T04:40:43Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1708144843,1708144843,0
7-98765432109,20240227~7030533ebfa248f282f79bde6d8aa808,91490896-5044-4d51-b539-de3fb7cf6eab~20240227,7030533ebfa248f282f79bde6d8aa808,98765432109,7,555222222,Topgolf,,91490896-5044-4d51-b539-de3fb7cf6eab,Entertainment,DEBIT_POSTED,-199.13,2024-02-27T23:07:10Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1709075230,1709075230,0
7-98765432109,20240226~318fcd06370e438fb73a946d70c56c50,9aed0775-9cb6-4f1b-ba90-909b1faa9716~20240226,318fcd06370e438fb73a946d70c56c50,98765432109,7,555111111,Kroger,,9aed0775-9cb6-4f1b-ba90-909b1faa9716,Grocery,DEBIT_POSTED,-151.22,2024-02-26T16:56:38Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1708966598,1708966598,0
7-98765432109,20240207~8885a30cc46545df8934cd59cd95f65a,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3~20240207,8885a30cc46545df8934cd59cd95f65a,98765432109,7,555111111,Chipotle,,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3,Dining,DEBIT_POSTED,-103.17,2024-02-07T08:05:49Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1707293149,1707293149,0
7-98765432109,20240229~bafa650a6589429c9ccd928bba29e6fa,5679fe01-009f-40ed-9fd8-0c5986acb2fe~20240229,bafa650a6589429c9ccd928bba29e6fa,98765432109,7,555222222,AT&T,,5679fe01-009f-40ed-9fd8-0c5986acb2fe,Utilities,DEBIT_POSTED,-212.36,2024-02-29T02:01:17Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1709172077,1709172077,0
7-98765432109,20240208~7324ded24506485384e8aae397609c94,9aed0775-9cb6-4f1b-ba90-909b1faa9716~20240208,7324ded24506485384e8aae397609c94,98765432109,7,555222222,Kroger,,9aed0775-9cb6-4f1b-ba90-909b1faa9716,Grocery,DEBIT_POSTED,-238.1,2024-02-08T16:28:02Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1707409682,1707409682,0
7-98765432109,20240210~18201d0390a44f229362bf1f3ed37cdb,818e5e04-1c30-4ec3-80b2-ea506235bc65~20240210,18201d0390a44f229362bf1f3ed37cdb,98765432109,7,555222222,United Airlines,,818e5e04-1c30-4ec3-80b2-ea506235bc65,Travel,DEBIT_POSTED,-134.97,2024-02-10T08:55:18Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1707555318,1707555318,0
7-98765432109,20240206~dd9be30c0da84a9199388b29ed025756,91490896-5044-4d51-b539-de3fb7cf6eab~20240206,dd9be30c0da84a9199388b29ed025756,98765432109,7,555111111,Spotify,,91490896-5044-4d51-b539-de3fb7cf6eab,Entertainment,DEBIT_POSTED,-115.94,2024-02-06T15:55:31Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1707234931,1707234931,0
7-98765432109,20240208~0226f8aceb6f4412a332982492f1f9dc,91490896-5044-4d51-b539-de3fb7cf6eab~20240208,0226f8aceb6f4412a332982492f1f9dc,98765432109,7,555222222,Spotify,,91490896-5044-4d51-b539-de3fb7cf6eab,Entertainment,DEBIT_POSTED,-92.54,2024-02-08T13:28:21Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1707398901,1707398901,0
7-98765432109,20240204~19d126039baa4088ad20761a91720cb4,b5c53165-295a-41f2-842b-b6ad44e3f62c~20240204,19d126039baa4088ad20761a91720cb4,98765432109,7,555222222,Apple Store,,b5c53165-295a-41f2-842b-b6ad44e3f62c,Luxury Retail,DEBIT_POSTED,-361.8,2024-02-04T16:53:41Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1707065621,1707065621,0
7-98765432109,20240215~57ec7e6807bf468bbd1e1367883567fe,b5c53165-295a-41f2-842b-b6ad44e3f62c~20240215,57ec7e6807bf468bbd1e1367883567fe,98765432109,7,555111111,Apple Store,,b5c53165-295a-41f2-842b-b6ad44e3f62c,Luxury Retail,DEBIT_POSTED,-168.9,2024-02-15T21:37:04Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1708033024,1708033024,0
7-98765432109,20240224~335ad2ca9700416f876585492c76a278,d7bc3757-76c9-459f-871c-96aa53cca4ef~20240224,335ad2ca9700416f876585492c76a278,98765432109,7,555222222,Shell,,d7bc3757-76c9-459f-871c-96aa53cca4ef,Fuel,DEBIT_POSTED,-84.85,2024-02-24T07:58:10Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1708761490,1708761490,0
7-98765432109,20240207~9ee81eeca9e94afdb1ab7b9b4d615290,91452010-672d-43ff-b791-82cc0408419a~20240207,9ee81eeca9e94afdb1ab7b9b4d615290,98765432109,7,555222222,Lego Store,,91452010-672d-43ff-b791-82cc0408419a,Kids,DEBIT_POSTED,-94.63,2024-02-07T12:00:30Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1707307230,1707307230,0
7-98765432109,20240225~d816bde3d93b4fb1912f673450f668c8,fe3ad80a-3d4a-4ca0-8e85-aca2340735c8~20240225,d816bde3d93b4fb1912f673450f668c8,98765432109,7,555222222,Microsoft 365,,fe3ad80a-3d4a-4ca0-8e85-aca2340735c8,Subscriptions,DEBIT_POSTED,-24.09,2024-02-25T19:24:52Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1708889092,1708889092,0
7-98765432109,20240313~235c44d65d7446b58320b05caf936545,818e5e04-1c30-4ec3-80b2-ea506235bc65~20240313,235c44d65d7446b58320b05caf936545,98765432109,7,555222222,Marriott,,818e5e04-1c30-4ec3-80b2-ea506235bc65,Travel,DEBIT_POSTED,-216.79,2024-03-13T08:08:12Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1710317292,1710317292,0
7-98765432109,20240331~a9e4125c568449cd916e86b207453da5,fe3ad80a-3d4a-4ca0-8e85-aca2340735c8~20240331,a9e4125c568449cd916e86b207453da5,98765432109,7,555111111,HBO Max,,fe3ad80a-3d4a-4ca0-8e85-aca2340735c8,Subscriptions,DEBIT_POSTED,-21.6,2024-03-31T12:45:56Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1711889156,1711889156,0
7-98765432109,20240314~ec51f97d0e5540f99e76e694318c3ef4,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3~20240314,ec51f97d0e5540f99e76e694318c3ef4,98765432109,7,555222222,Chipotle,,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3,Dining,DEBIT_POSTED,-29.5,2024-03-14T16:15:40Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1710432940,1710432940,0
7-98765432109,20240313~e31ee2571c16437e93719cafac6c7593,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3~20240313,e31ee2571c16437e93719cafac6c7593,98765432109,7,555111111,Shake Shack,,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3,Dining,DEBIT_POSTED,-67.92,2024-03-13T11:14:59Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1710328499,1710328499,0
7-98765432109,20240325~7b3cbe23697240b388e7c22337e92b8e,91452010-672d-43ff-b791-82cc0408419a~20240325,7b3cbe23697240b388e7c22337e92b8e,98765432109,7,555111111,Target,,91452010-672d-43ff-b791-82cc0408419a,Kids,DEBIT_POSTED,-57.21,2024-03-25T18:08:02Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1711390082,1711390082,0
7-98765432109,20240308~0a0fa83094ea4880888e9ca85d8a1350,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3~20240308,0a0fa83094ea4880888e9ca85d8a1350,98765432109,7,555222222,The French Laundry,,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3,Dining,DEBIT_POSTED,-23.13,2024-03-08T07:26:05Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1709882765,1709882765,0
7-98765432109,20240304~42f6fe681b194bf8b604cf8b3caae5c7,91490896-5044-4d51-b539-de3fb7cf6eab~20240304,42f6fe681b194bf8b604cf8b3caae5c7,98765432109,7,555222222,AMC Theatres,,91490896-5044-4d51-b539-de3fb7cf6eab,Entertainment,DEBIT_POSTED,-5.34,2024-03-04T18:10:46Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1709575846,1709575846,0
7-98765432109,20240314~c029a1e09d4541a79fe6f6d8053942db,91490896-5044-4d51-b539-de3fb7cf6eab~20240314,c029a1e09d4541a79fe6f6d8053942db,98765432109,7,555222222,AMC Theatres,,91490896-5044-4d51-b539-de3fb7cf6eab,Entertainment,DEBIT_POSTED,-158.65,2024-03-14T08:33:33Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1710405213,1710405213,0
7-98765432109,20240326~5041878e161a4c12a194a77e5ecb7e39,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3~20240326,5041878e161a4c12a194a77e5ecb7e39,98765432109,7,555111111,Shake Shack,,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3,Dining,DEBIT_POSTED,-125.57,2024-03-26T19:31:50Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1711481510,1711481510,0
7-98765432109,20240325~1488da3002fa4fe1a9c454e3ec77e4e7,91490896-5044-4d51-b539-de3fb7cf6eab~20240325,1488da3002fa4fe1a9c454e3ec77e4e7,98765432109,7,555111111,Spotify,,91490896-5044-4d51-b539-de3fb7cf6eab,Entertainment,DEBIT_POSTED,-59.71,2024-03-25T07:59:00Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1711353540,1711353540,0
7-98765432109,20240331~2d1b71462c50479781bfcffbbe1909b6,b5c53165-295a-41f2-842b-b6ad44e3f62c~20240331,2d1b71462c50479781bfcffbbe1909b6,98765432109,7,555111111,Nordstrom,,b5c53165-295a-41f2-842b-b6ad44e3f62c,Luxury Retail,DEBIT_POSTED,-62.68,2024-03-31T21:24:56Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1711920296,1711920296,0
7-98765432109,20240301~8bec982e53dd425d895c0b50f72d1935,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3~20240301,8bec982e53dd425d895c0b50f72d1935,98765432109,7,555111111,Chipotle,,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3,Dining,DEBIT_POSTED,-46.29,2024-03-01T05:45:36Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1709271936,1709271936,0
7-98765432109,20240302~20fdb6041b0e4877a13ba4a2fba3a2ff,b5c53165-295a-41f2-842b-b6ad44e3f62c~20240302,20fdb6041b0e4877a13ba4a2fba3a2ff,98765432109,7,555111111,Tiffany & Co.,,b5c53165-295a-41f2-842b-b6ad44e3f62c,Luxury Retail,DEBIT_POSTED,-608.7,2024-03-02T17:33:46Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1709400826,1709400826,0
7-98765432109,20240324~d18534455619496eab87f2a7ede96ed8,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3~20240324,d18534455619496eab87f2a7ede96ed8,98765432109,7,555111111,Shake Shack,,3ae529db-b734-46c9-a96f-ccc4b3c7b0f3,Dining,DEBIT_POSTED,-141.42,2024-03-24T15:47:53Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1711295273,1711295273,0
7-98765432109,20240306~b7f6ce7543d9490f82225cffc1c1a240,b5c53165-295a-41f2-842b-b6ad44e3f62c~20240306,b7f6ce7543d9490f82225cffc1c1a240,98765432109,7,555111111,Tiffany & Co.,,b5c53165-295a-41f2-842b-b6ad44e3f62c,Luxury Retail,DEBIT_POSTED,-419.42,2024-03-06T20:36:51Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""1111""}]",1709757411,1709757411,0
7-98765432109,20240302~36619e923b1b45d0904ed71956b51d64,818e5e04-1c30-4ec3-80b2-ea506235bc65~20240302,36619e923b1b45d0904ed71956b51d64,98765432109,7,555222222,Marriott,,818e5e04-1c30-4ec3-80b2-ea506235bc65,Travel,DEBIT_POSTED,-390.14,2024-03-02T12:32:05Z,"[{""metadata_name"": ""transacting_card_last_four"", ""metadata_value"": ""2222""}]",1709382725,1709382725,0
